INFO 2025-02-09 06:38:43,714 autoreload 10084 20440 Watching for file changes with StatReloader
INFO 2025-02-09 06:40:11,629 basehttp 10084 1972 "GET /admin/main/product/ HTTP/1.1" 200 17258
INFO 2025-02-09 06:40:11,713 basehttp 10084 1972 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-02-09 06:40:15,870 basehttp 10084 1972 "GET /admin/main/product/add/ HTTP/1.1" 200 14718
INFO 2025-02-09 06:40:15,885 basehttp 10084 20124 "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-02-09 06:40:15,889 basehttp 10084 20124 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-02-09 06:40:15,893 basehttp 10084 20124 "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-02-09 06:40:15,897 basehttp 10084 20124 "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-02-09 06:40:15,902 basehttp 10084 20124 "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-02-09 06:40:15,960 basehttp 10084 1972 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-02-09 06:40:24,009 signals 10084 1972 Notification sent to user 5333714852
INFO 2025-02-09 06:40:24,018 basehttp 10084 1972 "POST /admin/main/product/add/ HTTP/1.1" 302 0
INFO 2025-02-09 06:40:24,207 basehttp 10084 1972 "GET /admin/main/product/ HTTP/1.1" 200 17780
INFO 2025-02-09 06:40:24,290 basehttp 10084 1972 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-02-09 06:40:24,314 basehttp 10084 1972 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-02-09 06:44:17,797 autoreload 10084 20440 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\main\views.py changed, reloading.
INFO 2025-02-09 06:44:22,086 autoreload 5520 1744 Watching for file changes with StatReloader
INFO 2025-02-09 06:44:25,695 autoreload 5520 1744 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\main\views.py changed, reloading.
INFO 2025-02-09 06:44:29,873 autoreload 19812 13068 Watching for file changes with StatReloader
INFO 2025-02-09 07:05:44,631 autoreload 19812 13068 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\myproject\celery.py changed, reloading.
INFO 2025-02-09 07:05:49,139 autoreload 8624 18120 Watching for file changes with StatReloader
INFO 2025-02-09 07:06:01,676 autoreload 8624 18120 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\myproject\settings.py changed, reloading.
INFO 2025-02-09 07:06:05,548 autoreload 19756 15336 Watching for file changes with StatReloader
INFO 2025-02-09 07:06:56,361 autoreload 19756 15336 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\myproject\settings.py changed, reloading.
INFO 2025-02-09 07:07:00,293 autoreload 11724 14576 Watching for file changes with StatReloader
INFO 2025-02-09 07:07:47,762 autoreload 11724 14576 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\myproject\celery.py changed, reloading.
INFO 2025-02-09 07:07:51,983 autoreload 16976 17700 Watching for file changes with StatReloader
INFO 2025-02-09 07:07:54,631 autoreload 16976 17700 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\myproject\celery.py changed, reloading.
INFO 2025-02-09 07:07:58,573 autoreload 18600 7892 Watching for file changes with StatReloader
INFO 2025-02-09 07:08:18,538 basehttp 18600 19424 "GET /admin/main/product/ HTTP/1.1" 200 17586
INFO 2025-02-09 07:08:18,553 basehttp 18600 19424 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-02-09 07:08:18,553 basehttp 18600 20072 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-02-09 07:08:18,558 basehttp 18600 15128 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-02-09 07:08:18,559 basehttp 18600 3700 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-02-09 07:08:18,562 basehttp 18600 3700 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-02-09 07:08:18,566 basehttp 18600 3700 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-02-09 07:08:18,626 basehttp 18600 17016 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-02-09 07:08:18,659 basehttp 18600 17016 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-02-09 07:12:31,998 autoreload 18600 7892 C:\Users\ARLEN\work\jobyorc\TestYorc\myproject\main\views.py changed, reloading.
INFO 2025-02-09 07:12:36,514 autoreload 10520 17920 Watching for file changes with StatReloader
WARNING 2025-02-09 07:14:52,355 log 17052 8520 Method Not Allowed: /api/products/
WARNING 2025-02-09 07:25:42,625 log 2764 15764 Not Found: /api/products/1/add_to_favorites/
WARNING 2025-02-09 07:25:43,655 log 2764 15764 Method Not Allowed: /api/products/
WARNING 2025-02-09 07:25:49,194 log 2764 15764 Not Found: /api/products/10/remove_from_favorites/
INFO 2025-02-09 07:28:50,725 signals 18540 11248 Notification sent to user 5333714852
ERROR 2025-02-09 07:28:50,736 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:28:50,747 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:28:50,754 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:28:50,769 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:29:35,632 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:29:35,640 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:29:35,652 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:29:35,663 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
ERROR 2025-02-09 07:29:35,672 signals 18540 11248 Failed to send message to user 5333714852: Event loop is closed
INFO 2025-02-09 07:29:35,673 tasks 18540 11248 Automatic parsing completed: Успешно создано 5 тестовых товаров!
